map_place_id,user_name,updated_timestamp,place_name,place_address,city,country,tags,geolocation_latitude,geolocation_longitude,geolocation_altitude,geolocation_radius,number_of_recommendation_total,url_google_maps,id,owner_user_id,opening_periods.monday,opening_periods.tuesday,opening_periods.wednesday,opening_periods.thursday,opening_periods.friday,opening_periods.saturday,opening_periods.sunday,recommendations_category.PENDING,recommendations_category.SKIPPED,recommendations_category.NOT_RECOMMENDED,recommendations_category.RECOMMENDED_UNCATEGORIZED,recommendations_category.RECOMMENDED_FOR_BUSINESS,recommendations_category.RECOMMENDED_FOR_FAMILY,recommendations_category.RECOMMENDED_FOR_DATE,recommendations_category.RECOMMENDED_FOR_MYSELF,recommendations_category.RECOMMENDED_FOR_FRIENDS,categories_friends.PENDING,categories_friends.SKIPPED,categories_friends.NOT_RECOMMENDED,categories_friends.RECOMMENDED_UNCATEGORIZED,categories_friends.RECOMMENDED_FOR_BUSINESS,categories_friends.RECOMMENDED_FOR_FAMILY,categories_friends.RECOMMENDED_FOR_DATE,categories_friends.RECOMMENDED_FOR_MYSELF,categories_friends.RECOMMENDED_FOR_FRIENDS
527894,John,2024-04-15T09:07:01.300720,Bistro Central.,"Baker Street, 321, London, UK, N1 5BU.",London,UK,"bistro, wine bar, shop",51.5074,0.1278,0,0,231,https://maps.google.com/?cid=21583421578232140027,30715334,334,"[{'open': 1000, 'close': 2100}]","[{'open': 1000, 'close': 2100}]","[{'open': 1000, 'close': 2100}]","[{'open': 1000, 'close': 2100}]","[{'open': 1000, 'close': 2100}]","[{'open': 1100, 'close': 2100}]","[{'open': 1200, 'close': 2000}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
7149281,B. Johnson,2025-12-29T15:47:04.339019,Rapido Roma,"Via delle Mura, 77A, Roma, IT, 00184",Roma,IT,cafe,41.8902851,12.4923189,0,0,1,https://maps.google.com/?cid=8473928111873032843,20023891,207,[],"[{'open': 1500, 'close': 2000}]","[{'open': 1500, 'close': 2000}]","[{'open': 1500, 'close': 2000}]","[{'open': 1400, 'close': 2100}]","[{'open': 1400, 'close': 2100}]",[],0,0,0,0,0,0,0,0,1,[],[],[],[],[],[],[],[],"[{'uuid': '6996a5f1-347a-4237-9e35-5b4b80fb1d19', 'display_name': 'James', 'type': 'PERSON', 'number_of_recommendations': 1}]"
3928564,B. Patel,2025-08-15T18:12:45.786231,Blue Dahlia,"2nd Street, 205, Los Angeles, US, 90012.",Los Angeles,US,cafe,34.052235,-118.243683,0,0,2,https://maps.google.com/?cid=645362898382036754501,725614790,137,"[{'open': 1600, 'close': 2100}]","[{'open': 1100, 'close': 2100}]","[{'open': 1100, 'close': 2100}]","[{'open': 1100, 'close': 2100}]","[{'open': 1100, 'close': 2100}]","[{'open': 1000, 'close': 1500}, {'open': 1600, 'close': 2100}]","[{'open': 1000, 'close': 1500}, {'open': 1600, 'close': 2100}]",0,0,0,0,0,1,0,0,1,[],[],[],[],[],"[{'uuid': '378fd5a7-7324-4b72-8d35-6b4c571a0e12', 'display_name': 'Raj', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],"[{'uuid': '50a7e8bd-2546-44d9-8e2a-589657541d8b', 'display_name': 'Simran', 'type': 'PERSON', 'number_of_recommendations': 1}]"
9265835,J. Smith,2024-06-15T03:30:49.168193,La Baguette,"West Adams Street, 250, Chicago, US, 60615.",Chicago,US,"bakery, cafe",41.878113,-87.629799,0,0,4,https://maps.google.com/?cid=11291090284987947623,393428932,334,"[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 0, 'close': 300}, {'open': 700, 'close': 2200}]","[{'open': 0, 'close': 300}, {'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}, {'open': 0, 'close': 300}]",0,0,0,0,0,0,0,0,4,[],[],[],[],[],[],[],[],"[{'uuid': '7241ae5a-567a-4930-8e19-f81038adf7a9', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 4}]"
9028374,James,2024-03-12T08:45:10.587312,Madrid's Finest Diner,"Calle Mayor, 520, Madrid, ES, 28013.",Madrid,ES,cafe,40.4167754,-3.7037902,0,0,2,https://maps.google.com/?cid=15492108571,578937605,336,"[{'open': 800, 'close': 1600}, {'open': 1800, 'close': 2400}]","[{'open': 800, 'close': 1600}, {'open': 1800, 'close': 2400}]","[{'open': 800, 'close': 1600}, {'open': 1800, 'close': 2400}]","[{'open': 800, 'close': 1600}, {'open': 1800, 'close': 2400}]","[{'open': 800, 'close': 1600}, {'open': 1800, 'close': 2400}]","[{'open': 900, 'close': 1600}, {'open': 1800, 'close': 2400}]","[{'open': 900, 'close': 1600}, {'open': 1800, 'close': 2400}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
3256970,B. Adames,2024-06-15T18:30:45.625537,Luna's,"East Street, 50, Barcelona, SP, 08016 MK.",Barcelona,SP,"cafe, wine bar",41.4023929,2.1734035,0,0,35,https://maps.google.com/?cid=11685926372853372841,595798434,102,"[{'open': 1100, 'close': 2400}]","[{'open': 1100, 'close': 2400}]","[{'open': 1100, 'close': 2400}]","[{'open': 1100, 'close': 2500}]","[{'open': 1100, 'close': 2500}]","[{'open': 100, 'close': 200}, {'open': 1100, 'close': 2500}]","[{'open': 1100, 'close': 2400}, {'open': 100, 'close': 200}]",0,0,0,20,2,0,3,0,10,[],[],[],"[{'uuid': '696be2df-9258-4046-8eda-5d3b80bf0d25', 'display_name': 'Carlos', 'type': 'PERSON', 'number_of_recommendations': 3}, {'uuid': '069c1080-8bdb-497f-bd27-5fbc6ea3579d', 'display_name': 'Maria', 'type': 'PERSON', 'number_of_recommendations': 2}]","[{'uuid': '696be2df-9258-4046-8eda-5d3b80bf0d25', 'display_name': 'Carlos', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],"[{'uuid': '696be2df-9258-4046-8eda-5d3b80bf0d25', 'display_name': 'Carlos', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],"[{'uuid': '696be2df-9258-4046-8eda-5d3b80bf0d25', 'display_name': 'Carlos', 'type': 'PERSON', 'number_of_recommendations': 8}]"
837201,B. O'Reilly,2024-04-10T07:33:20.026850,Pizzeria Luigi's,"Via del Corso, 50123, Florence, IT, 50123",Florence,IT,pizzeria,43.769562,11.255814,0,0,8,https://maps.google.com/?cid=10753902390897447231,485612340,334,"[{'open': 300, 'close': 1330}, {'open': 1730, 'close': 2300}]","[{'open': 300, 'close': 1330}, {'open': 1730, 'close': 2300}]","[{'open': 300, 'close': 1330}, {'open': 1730, 'close': 2300}]","[{'open': 300, 'close': 1330}, {'open': 1730, 'close': 2300}]","[{'open': 300, 'close': 1330}, {'open': 1730, 'close': 2300}]","[{'open': 0, 'close': 2400}]","[{'open': 1230, 'close': 2300}, {'open': 0, 'close': 200}]",0,0,0,0,0,2,1,0,3,[],[],[],[],[],"[{'uuid': '7a4fb3e3-b673-4ecd-9b14-b3a8f695d68f', 'display_name': 'Patrick', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],"[{'uuid': '590ce6cf-9463-4051-9eda-5e3b92af0a34', 'display_name': 'Sean', 'type': 'PERSON', 'number_of_recommendations': 1}]"
3458191,Z. Makhdoom,2025-10-11T15:32:21.421356,Chiringuito d' Elbert,"Cerrajeros, 12, Valencia, ES, 46001.",Valencia,ES,cafe,39.4692706,-0.3766547,0,0,5,https://maps.google.com/?cid=1256648392704752795,624313868,771,"[{'open': 1000, 'close': 2200}]","[{'open': 1000, 'close': 2200}]","[{'open': 1000, 'close': 2200}]","[{'open': 1000, 'close': 2200}]","[{'open': 1000, 'close': 2200}]","[{'open': 0, 'close': 300}, {'open': 1000, 'close': 2200}]","[{'open': 1000, 'close': 2200}, {'open': 0, 'close': 300}]",0,0,0,0,1,0,0,0,0,[],[],[],[],"[{'uuid': '8146f49c-b799-4833-a367-7d38c7d58982', 'display_name': 'Zain', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],[],[]
295792,Bella,2024-05-20T18:15:29.519689,Ristorante Lucio,"Via Veneto, 47, Rome, IT, 00187.",Rome,IT,italian,41.9042101,12.4891123,0,0,20,https://maps.google.com/?cid=10788728429576321547,723969230,558,"[{'open': 1200, 'close': 1500}, {'open': 1900, 'close': 2300}]","[{'open': 1200, 'close': 1500}, {'open': 1900, 'close': 2300}]","[{'open': 1200, 'close': 1500}, {'open': 1900, 'close': 2300}]","[{'open': 1200, 'close': 1500}, {'open': 1900, 'close': 2300}]","[{'open': 1200, 'close': 1500}, {'open': 1900, 'close': 2300}]","[{'open': 1200, 'close': 2300}]","[{'open': 1200, 'close': 2300}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
7354289,B. Thompson,2023-12-05T05:22:21.395472,Blue Ocean,"Baker Street, 442, Los Angeles, US, 90001.",Los Angeles,US,seafood restaurant,34.052235,-118.243683,0,0,27,https://maps.google.com/?cid=274259637832187368,764514700,102,"[{'open': 900, 'close': 2200}]","[{'open': 900, 'close': 2200}]","[{'open': 900, 'close': 2200}]","[{'open': 900, 'close': 2200}]","[{'open': 900, 'close': 2400}]","[{'open': 800, 'close': 2400}]","[{'open': 800, 'close': 2200}]",0,0,0,14,2,3,2,2,4,[],[],[],"[{'uuid': '455df3fa-6299-4232-9edf-5d4c90ba0d60', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 4}, {'uuid': 'a28e3386-6957-4507-9967-94ej321bd1fe', 'display_name': 'Joe', 'type': 'PERSON', 'number_of_recommendations': 3}, {'uuid': 'ddc4362e-6eef-46c6-9851-3515d840d449', 'display_name': 'Bob', 'type': 'PERSON', 'number_of_recommendations': 3}, {'uuid': 'f94864da-8bdf-4b6b-ab8e-cd22fcb3a82a', 'display_name': 'Alex', 'type': 'PERSON', 'number_of_recommendations': 2}, {'uuid': 'ebc38dfb-9fd6-46d2-9d7c-1bfbdab2ec18', 'display_name': 'Sam', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],[],"[{'uuid': '455df3fa-6299-4232-9edf-5d4c90ba0d60', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],"[{'uuid': '455df3fa-6299-4232-9edf-5d4c90ba0d60', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 2}, {'uuid': '17529e28-b3e2-508c-9120-580d85ddc752', 'display_name': 'Mark', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '15bc6dac-8b24-4249-a74a-4d9fc6a62d18', 'display_name': 'Steve', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '4e896f36-1f6f-4b28-87a5-b9460c946c3f', 'display_name': 'Ethan', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '8b6ce263-c58c-4c5b-bb25-87712b19d0b7', 'display_name': 'Jake', 'type': 'PERSON', 'number_of_recommendations': 1}]"
4896217,Bruce,2025-10-28T18:39:28.978456,Herb Haven,"East 39th Street, 22, Chicago, US, 60601.",Chicago,US,cafe,41.8755616,-87.6244212,0,0,6,https://maps.google.com/?cid=9837262497282787085,793162198,137,"[{'open': 1030, 'close': 2100}]","[{'open': 1030, 'close': 2100}]","[{'open': 1030, 'close': 2100}]","[{'open': 1030, 'close': 2100}]","[{'open': 1030, 'close': 2230}]","[{'open': 1000, 'close': 2230}]","[{'open': 1000, 'close': 2100}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
2825458,Rama,2024-10-11T10:25:48.187490,Zephyr,"Luchthavenweg, 81, Eindhoven, NL, 5657 EA.",Eindhoven,NL,cafe,51.4501674,5.3749425,0,0,80,https://maps.google.com/?cid=10396384684396418236,683402694,336,[],[],"[{'open': 1700, 'close': 2300}]","[{'open': 0, 'close': 300}, {'open': 1700, 'close': 2300}]","[{'open': 0, 'close': 300}, {'open': 1700, 'close': 2300}]","[{'open': 0, 'close': 300}, {'open': 1700, 'close': 2300}]","[{'open': 0, 'close': 300}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
827356,D. Johnson,2023-12-10T22:10:45.785436,Bistro Lyon,"Rue Saint-Dominique, 17th, Paris, FR, 75007.",Paris,FR,bistro,48.8605713,2.351082,0,0,116,https://maps.google.com/?cid=3832769039174928571,900840478,102,"[{'open': 300, 'close': 1200}, {'open': 1630, 'close': 2300}]","[{'open': 300, 'close': 1200}, {'open': 1630, 'close': 2300}]","[{'open': 300, 'close': 1200}, {'open': 1630, 'close': 2300}]","[{'open': 300, 'close': 1200}, {'open': 1630, 'close': 2300}]","[{'open': 300, 'close': 1200}, {'open': 1630, 'close': 2300}]","[{'open': 300, 'close': 1200}, {'open': 1630, 'close': 2300}]","[{'open': 1630, 'close': 2300}, {'open': 300, 'close': 1200}]",0,0,0,68,0,0,18,0,24,[],[],[],"[{'uuid': '735gf419-7t59-5678-8jd7-8m7b20afuv16', 'display_name': 'David', 'type': 'PERSON', 'number_of_recommendations': 9}]",[],[],"[{'uuid': '735gf419-7t59-5678-8jd7-8m7b20afuv16', 'display_name': 'David', 'type': 'PERSON', 'number_of_recommendations': 6}]",[],"[{'uuid': '735gf419-7t59-5678-8jd7-8m7b20afuv16', 'display_name': 'David', 'type': 'PERSON', 'number_of_recommendations': 9}]"
5278391,B. Hanson,2024-01-10T15:27:00.678902,Bakery Bistro Whittaker,"Greenlane Drive, 23, Boston, US, 3421 KF.",Boston,US,"bakery, bistro",42.3602534,-71.0582912,0,0,52,https://maps.google.com/?cid=22292850789064962199,803978356,102,"[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2300}]","[{'open': 800, 'close': 2300}]","[{'open': 800, 'close': 2300}]","[{'open': 800, 'close': 2200}]",0,0,0,25,0,0,12,0,7,[],[],[],"[{'uuid': '789de27a-9483-4510-b973-7d4b72a89627', 'display_name': 'Nico', 'type': 'PERSON', 'number_of_recommendations': 3}, {'uuid': '685317f3-7165-4958-9859-72859a917f65', 'display_name': 'Jake', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],[],"[{'uuid': '789de27a-9483-4510-b973-7d4b72a89627', 'display_name': 'Nico', 'type': 'PERSON', 'number_of_recommendations': 10}, {'uuid': 'e11f1073-6884-4a28-acfe-c4a89b2d56e7', 'display_name': 'Eva', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],"[{'uuid': '789de27a-9483-4510-b973-7d4b72a89627', 'display_name': 'Nico', 'type': 'PERSON', 'number_of_recommendations': 2}]"
785423,John,2024-01-26T19:42:35.983218,La Tariana,"Carrer Sant Pau, 23b, Barcelona, ES, 08001",Barcelona,ES,restaurant,41.3819902,2.1719183,0,0,150,https://maps.google.com/?cid=6875012358492649782,15092649,569,"[{'open': 100, 'close': 500}, {'open': 1700, 'close': 2400}]","[{'open': 100, 'close': 500}, {'open': 1700, 'close': 2400}]","[{'open': 100, 'close': 500}, {'open': 1700, 'close': 2400}]","[{'open': 100, 'close': 500}, {'open': 1700, 'close': 2400}]","[{'open': 100, 'close': 500}, {'open': 1800, 'close': 2400}]","[{'open': 100, 'close': 500}, {'open': 1800, 'close': 2400}]","[{'open': 1700, 'close': 2400}, {'open': 100, 'close': 500}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
3849621,John,2025-09-13T15:54:23.928736,Bistro Amigo,"Oststrasse, 78, Berlin, DE, 10785.",Berlin,DE,bistro,52.4882995,13.378061,0,0,32,https://maps.google.com/?cid=22318069508786709647,28412090,102,"[{'open': 1700, 'close': 2500}]","[{'open': 100, 'close': 200}]","[{'open': 1700, 'close': 2500}]","[{'open': 0, 'close': 200}, {'open': 1700, 'close': 2500}]","[{'open': 0, 'close': 200}, {'open': 1700, 'close': 2500}]","[{'open': 200, 'close': 300}, {'open': 1300, 'close': 2500}]","[{'open': 1300, 'close': 2100}, {'open': 0, 'close': 200}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
7569851,John,2023-11-23T14:14:15.070472,Rubio's Coastal Grill - Las Vegas,"6875 W. Russell Road, Nevada, US, NV 89118",Nevada,US,"grill, meal_takeaway",36.084336,-115.241966,0,0,3,https://maps.google.com/?cid=3462416729843574632,87656238,336,"[{'open': 1030, 'close': 2030}]","[{'open': 1030, 'close': 2030}]","[{'open': 1030, 'close': 2030}]","[{'open': 1030, 'close': 2030}]","[{'open': 1030, 'close': 2030}]","[{'open': 1030, 'close': 2030}]","[{'open': 1030, 'close': 2030}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
3591829,Emma,2024-08-24T13:14:44.976567,Milano Pasta,"West King Street, 212, Toronto, CA, M5V 2C8.",Toronto,CA,Italian,43.653225,-79.383186,0,0,2,https://maps.google.com/?cid=2150393954682564343,13567532,569,"[{'open': 1100, 'close': 2300}]","[{'open': 1100, 'close': 2300}]","[{'open': 1100, 'close': 2300}]","[{'open': 1100, 'close': 2300}]","[{'open': 1100, 'close': 2300}]","[{'open': 1000, 'close': 2330}]","[{'open': 1200, 'close': 2300}]",0,1,0,0,1,0,0,0,0,[],['Liam'],[],[],['Ella'],[],[],[],[]
4783021,Sam,2024-06-12T12:23:23.110032,Bistro Vie,"Spiegelgracht, 132, Rotterdam, NL, 3011 DG.",Rotterdam,NL,"cafe, bistro",51.907629,4.468431,0,0,54,https://maps.google.com/?cid=11611961508334958955,18739843,771,"[{'open': 400, 'close': 1200}, {'open': 1300, 'close': 2300}]","[{'open': 400, 'close': 1200}, {'open': 1300, 'close': 2300}]","[{'open': 400, 'close': 1200}, {'open': 1300, 'close': 2300}]","[{'open': 400, 'close': 1200}, {'open': 1300, 'close': 2300}]","[{'open': 200, 'close': 400}, {'open': 1300, 'close': 2200}]","[{'open': 400, 'close': 1200}, {'open': 1300, 'close': 2300}]","[{'open': 400, 'close': 1200}, {'open': 1300, 'close': 2300}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
297285,Jack,2024-01-20T11:30:45.121445,Celebrate at Joy,"2nd West Quay, 36, Blackburn, UK, BB1 5BE.",Blackburn,UK,cafe,53.7485751,-2.4875305,0,0,6,https://maps.google.com/?cid=13809465395080592631,19285049,771,[],"[{'open': 900, 'close': 1900}]","[{'open': 900, 'close': 1900}]","[{'open': 900, 'close': 1900}]","[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
7532126,K. Johnson,2024-06-11T15:49:20.182738,The Laughing Cat,"Baker Street, 221B, London, UK, NW1 6XE.",London,UK,pub,51.5226918,-0.1589642,5,5,98,https://maps.google.com/?cid=14854024969485695822,24584652,137,"[{'open': 300, 'close': 1200}, {'open': 1300, 'close': 2400}]","[{'open': 300, 'close': 1200}, {'open': 1400, 'close': 2400}]","[{'open': 300, 'close': 1200}, {'open': 1400, 'close': 2400}]","[{'open': 300, 'close': 1200}, {'open': 1400, 'close': 2400}]","[{'open': 300, 'close': 1200}, {'open': 1400, 'close': 2400}]","[{'open': 300, 'close': 1200}, {'open': 0, 'close': 1300}]","[{'open': 1200, 'close': 2400}, {'open': 300, 'close': 1200}]",0,0,0,0,0,0,0,0,35,[],[],[],[],[],[],[],[],"[{'uuid': '789bf3df-9639-4755-9df1-60b68dfba139', 'display_name': 'Rose', 'type': 'PERSON', 'number_of_recommendations': 3}, {'uuid': 'cde5462d-5eeb-47c4-9880-2425b810dc93', 'display_name': 'Gary', 'type': 'PERSON', 'number_of_recommendations': 2}]"
8749921,John,2025-12-03T14:20:45.452853,Tokyo House - de la Vina,"Verdugo Boulevard, 12, Los Angeles, US, 91205.",Los Angeles,US,Sushi,34.1425078,-118.255075,0,0,45,https://maps.google.com/?cid=7687416520115428852,25987441,334,"[{'open': 1500, 'close': 2200}]","[{'open': 1500, 'close': 2200}]","[{'open': 1500, 'close': 2200}]","[{'open': 1500, 'close': 2200}]","[{'open': 1500, 'close': 2300}]","[{'open': 1500, 'close': 2300}]","[{'open': 1500, 'close': 2100}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
5274619,B. Kashani,2024-09-15T12:20:45.305398,Namira Teahouse,"Serdar-i Ekrem Cd., No:5, Beyoğlu, TR, 34421.",Beyoğlu,TR,teahouse,41.0323625,28.975927,0,0,5,https://maps.google.com/?cid=477930185746221995,15478529,137,"[{'open': 0, 'close': 110}, {'open': 830, 'close': 2400}]","[{'open': 830, 'close': 2400}]","[{'open': 830, 'close': 2400}]","[{'open': 830, 'close': 2400}]","[{'open': 830, 'close': 2400}]","[{'open': 830, 'close': 2400}]","[{'open': 830, 'close': 2400}, {'open': 0, 'close': 110}]",0,0,0,0,0,0,0,0,2,[],[],[],[],[],[],[],[],"[{'uuid': '692fd7df-9612-435d-aded-5f3b90bf1d30', 'display_name': 'Bita', 'type': 'PERSON', 'number_of_recommendations': 2}]"
3957264,M. Abdullah,2022-06-17T19:45:23.327456,Riva's,"East Street, 15, Boston, US, 01115 JK.",Boston,US,"cafe, club",42.360083,-71.0588801,0,0,35,https://maps.google.com/?cid=13295454678287672852,25987640,137,"[{'open': 900, 'close': 2200}]","[{'open': 900, 'close': 2200}]","[{'open': 900, 'close': 2200}]","[{'open': 900, 'close': 2400}]","[{'open': 900, 'close': 2400}]","[{'open': 0, 'close': 100}, {'open': 900, 'close': 2400}]","[{'open': 900, 'close': 2200}, {'open': 0, 'close': 100}]",0,0,0,20,2,0,3,0,10,[],[],[],"[{'uuid': '786ipt1g-5236-4953-abcd-8f96523ef987', 'display_name': 'Mike', 'type': 'PERSON', 'number_of_recommendations': 3}, {'uuid': '123kl890-bcd0-1208-ad66-23af56bc789d', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 2}]","[{'uuid': '786ipt1g-5236-4953-abcd-8f96523ef987', 'display_name': 'Mike', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],"[{'uuid': '786ipt1g-5236-4953-abcd-8f96523ef987', 'display_name': 'Mike', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],"[{'uuid': '786ipt1g-5236-4953-abcd-8f96523ef987', 'display_name': 'Mike', 'type': 'PERSON', 'number_of_recommendations': 8}]"
541263,B. Watson,2023-11-20T12:40:10.135820,Luce Solare Ristorante,"Piazza del Popolo, 56, Rome, IT, 00187.",Rome,IT,"Italian restaurant,pizzeria",41.911199,12.47576,0,0,60,https://maps.google.com/?cid=9976120432105166150,24556932,137,[],[],[],[],[],[],[],0,0,0,0,0,3,0,0,1,[],[],[],[],[],"[{'uuid': '597gt4hk-0214-5071-8ccd-9j4v70gf1r30', 'display_name': 'Jane', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],[],"[{'uuid': '897rf4ld-7245-8461-lk4d-7y4w82kl5630', 'display_name': 'Harry', 'type': 'PERSON', 'number_of_recommendations': 1}]"
5390482,Rachel,2024-02-21T15:15:14.802052,Burger and Barrel,"West Houston Street, 25, Boston, US, 02134.",Boston,US,"cafe, fast-food",42.3601,-71.0589,0,0,1,https://maps.google.com/?cid=2015568811665819326,10395462,771,"[{'open': 1800, 'close': 2200}]","[{'open': 1800, 'close': 2200}]","[{'open': 1800, 'close': 2300}]","[{'open': 1800, 'close': 2300}]","[{'open': 1800, 'close': 2400}]","[{'open': 1200, 'close': 1600}, {'open': 1800, 'close': 2400}]","[{'open': 1200, 'close': 1600}, {'open': 1800, 'close': 2200}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
8937456,B. Kirkpatrick,2024-07-25T10:49:55.891444,Dusk,"East 20th Street, 220, Los Angeles, US, 90292.",Los Angeles,US,"pub, cocktail_bar",33.9874,-118.470896,0,0,6,https://maps.google.com/?cid=2208927354449872592,25891216,388,"[{'open': 0, 'close': 35}, {'open': 2000, 'close': 2500}]","[{'open': 0, 'close': 35}, {'open': 2000, 'close': 2500}]","[{'open': 0, 'close': 35}, {'open': 2000, 'close': 2500}]","[{'open': 0, 'close': 35}, {'open': 2000, 'close': 2500}]","[{'open': 0, 'close': 35}, {'open': 2000, 'close': 2500}]","[{'open': 0, 'close': 35}, {'open': 2000, 'close': 2500}]","[{'open': 2000, 'close': 2500}, {'open': 0, 'close': 35}]",0,0,0,3,0,0,2,0,1,[],[],[],"[{'uuid': '94be8534-a869-4038-94eb-4f0999ab487c', 'display_name': 'Bruce', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],[],"[{'uuid': '13eb794f-e565-4c3a-b741-2e93e3bdcf46', 'display_name': 'Cedric', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],"[{'uuid': '94be8534-a869-4038-94eb-4f0999ab487c', 'display_name': 'Bruce', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '38ed78ca-9084-4212-8d8d-3d0fba462d64', 'display_name': 'Derek', 'type': 'PERSON', 'number_of_recommendations': 1}]"
5839271,Marie,2024-02-25T13:15:59.575786,La Petite Table,"East 7th Avenue, 512, Los Angeles, US, 90002.",Los Angeles,US,cafe,34.052235,-118.243683,0,0,3,https://maps.google.com/?cid=926372648255964956511,26455104,207,[],[],"[{'open': 1300, 'close': 1800}]","[{'open': 1300, 'close': 1800}]","[{'open': 1300, 'close': 1900}]","[{'open': 1000, 'close': 1200}, {'open': 1300, 'close': 1900}]","[{'open': 1000, 'close': 1600}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
5494846,James,2022-08-15T02:15:45.123967,Brick Oven Bistro by Garry-Rosette,"Elm Street, 57, Boston, US, 2215.",Boston,US,"cafe, bistro",42.356503,-71.05972,0,0,21,https://maps.google.com/?cid=11685465918101487621,14507650,282,"[{'open': 900, 'close': 2300}]","[{'open': 900, 'close': 2300}]","[{'open': 900, 'close': 2300}]","[{'open': 900, 'close': 2300}]","[{'open': 900, 'close': 2330}]","[{'open': 900, 'close': 2330}]","[{'open': 900, 'close': 2300}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
5882923,B. Jahanbin,2023-09-21T18:19:12.862505,Sansai,"West 40th Street, 234, Los Angeles, US, 90038.",Los Angeles,US,café,34.095287,-118.1270146,0,0,2,https://maps.google.com/?cid=28868124074359732720,17562079,388,"[{'open': 1500, 'close': 2000}]","[{'open': 1500, 'close': 2000}]","[{'open': 1500, 'close': 2000}]","[{'open': 1500, 'close': 2300}]","[{'open': 1600, 'close': 2330}]","[{'open': 1600, 'close': 2330}]",[],0,0,0,0,1,0,1,0,0,[],[],[],[],"[{'uuid': '789de3cc-9455-4337-8fd1-6d5b90bc1a30', 'display_name': 'Behzad', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],"[{'uuid': '580ff3bd-8309-4030-98ea-3d7a10bf1d30', 'display_name': 'Sara', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[]
3944736,Jack,2024-10-18T17:56:45.928473,Emerald Bistro,"South 33rd Street, 22, Los Angeles, US, 90001.",Los Angeles,US,cafe,34.052235,-118.243683,0,0,5,https://maps.google.com/?cid=6745463875638142867,28514789,771,"[{'open': 1030, 'close': 2100}]","[{'open': 1030, 'close': 2100}]","[{'open': 1030, 'close': 2100}]","[{'open': 1030, 'close': 2100}]","[{'open': 1030, 'close': 2300}]","[{'open': 1000, 'close': 2300}]","[{'open': 1000, 'close': 2100}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
